"	12	He cannot see but Old Man Fonseca is awed. Two cooks and an accountant too run out to watch, listen, marvel.  In the middle of this, Alurkar too comes in… silently greeting Franko. Akash is playing his piece…..And then he stops.  The assembled crowd claps.  Akash: It’s a fantastic piano… and if you must sell it, don’t sell it for less than ten…. Franco: Hey, Alurkar …you said the max I could get was 3.  Alurkar: Hey Akash….I only said there was an offer of 3…. Franco: … What do you do in the evening my boy? (to Sophie) Arre let him play till we get a customer… Sophie: Dad but….. Akash: Sir I’d love to…. Sophie: No salary…only tips…. Akash: I’d pay to practice on this piano.  EXT. INT. AKASH’S HOUSE. DAY.  Prabhat road lane. Scooter comes and stops. Sophie reads aloud.  Sophie: ‘Prabhat Road Gully kramak 4. Aa gaya tumhara ….kya hai yeh jagah?   Akash: NGO…Handicapped logon ke liye. Teen mahine ke liye mila hai. Bhada sirf 300 per month. It’s a beautiful place. There must be lots of trees here. I wake up every morning to a symphony of bird sounds.   He walks confidently towards the bannister.  Akash: 18 steps….. Coffee?  Sophie: aaj bahut kaam hai. I’ll pick you up at 5 ok. "
"	13	 She is about to leave. She watches Akash at the door.   HE IS ABOUT TO OPEN THE DOOR…when he hears CLAPPING. He turns.  Sophie: Your piano piece was FANTASTIC. Dad ke saamne khadoos acting kar rahi thi…. BUT I LOVED IT.   Akash: Aaj poora karoonga pucca…  Sophie: Tumhe adhura kyon lagta hain…  Akash: Matlab?  Sophie: Mujhe toh perfect laga… Maybe some things are meant to be unfinished / Shayad uska adhoorapan hi usse poora karta hai…/…abhi usse aur ungli karke bigado mat. (THIS LINE IS VITAL….improve)   See you…   AKASH HEARS HER GO. HE STARES. HE’S HAD A MOMENT OF EPIPHANY. HE ENTERS HIS HOUSE AND RUSHES INSIDE.    INT. AKASH’S HOUSE. DAY.  He opens door and hurriedly rushes in…stumbles too. He walks to a drawer and removes a little box. And then we see his eyes.  THE GLAZED LOOK EYES.  AND NOW WE SEE SOMETHING THAT MAKES US VERY CURIOUS. In CLOSE UP WE SEE HIM REMOVING A CONTACT LENS. Light floods half the frame. HE REMOVES THE OTHER.  We see the lit full frame. We see his eyes. Alive. HE CAN SEE.  Akash hurriedly puts the lenses in the cleaning solution and RUSHES TO THE WINDOW. All he can see is Sophie’s back as she’s riding out on her scooter. Akash cranes his head. BELOW, UNKNOWN TO AKASH, WE SEE KERSI WATCHING HIM CURIOUSLY. FADE TO BLACK… Cut to: OPTIONAL SCENE: Flashback "
"	14	 INT. CONTACT LENS CLINIC. MUMBAI. DAY.    DELETED. SHOOT AFTER EDIT, IN CASE PEOPLE DON’T GET IT.   From BLACK we fade into an ECU of a CONTACT LENS being removed…..revealing an  Eye Doctor with his torch headgear.  Curiously, half the screen is still black.  The doc now looks to the other side of the screen and the second lens comes off, flooding the screen with Akash’s POV - the smiley ophthalmologist. Doc:  So? What do you think? Akash: Wow… doctor, bilkul nahin dikhai deta…I can now practice for the play… Doc:  ….you should try acting instead of this method stuff… anyway…take them off at night…and every four hours….    The doc takes off his headgear and gives instructions on how to use the lenses….BUT WE HEAR AKASH’s VO: Three months I decided to be blind. It will help me focus on my music…..it’s been three weeks…..   Transition to: PRESENT.   EXT/INT. AKASH’S HOUSE/ROOM. EVENING.  Akash wearing one of the opaque lenses…  Akash debates….and FINALLY…. He removes the other lens, puts it in the box and simply wears his glasses. Akash locks door and exits.  His POV: She’s leaning on the bike. Akash SEES HER FOR THE FIRST TIME.   INT. FRANCO’S. EVENING.   HAPPY HOURS… AT FRANCO’S. Akash’s first day. He is behind dark glasses but he can see Sophie. She places a glass bowl on the piano side. And puts a few 20 and 50 buck notes.  Sophie: Hello everyone. Give a big hand to Akash… our new pianist.   We hear some sundry claps.   "
"	15	Sophie: He is blind, but can hear very well…. The claps are louder.  And AMONG THE CROWD at the bar WE SEE PRAMOD SINHA . Some youngsters click selfies…..and he happily poses.  Akash: thank you everybody….. 1 He introduces the piece he is going to play. AKASH PLAYING… There is something spiritual that happens when a talented musician plays, not for commerce, but for his own sake… from his or her heart, for the sheer joy of the process.  That’s what should happen when we watch Akash’s dexterous fingers… dancing on the keys……does he have two fingers or twenty…Akash is playing with sheer abandon. An acoustic piano and a Steinway to boot. He is in heaven.  And for that brief while so are we …… soon every conversation around the bar stops…. everyone is listening.  Akash concludes. And Pramod starts clapping. The others join too. THE CLAPS ARE NOW THUNDEROUS. Sophie is floored. Rushes to Akash but Pramod Sinha is already there.  Pramod: Behtareen Fantastic Mindblowing! You have a gift my boy…. Hey Franco…this boy will make your bar famous…. AKASH OF COURSE, CAN SEE THE MAN BEHIND HIS DARK GLASSES.  AKASH: Thank you Sir. If I am not mistaken….am I speaking to the actor…..Pramod Sinha?  The old star is floored. Oh my God, how did you? I mean….   																																																								1	HE CAN SEE. So what is the crowd he sees? How does he engage them, as a blind man. This scene can be a terrific piece and perhaps a song. As long as we don’t make it filmi.  Song#1 	"
"	16	Akash: Sir….my mom was a big fan of your films. I could see till I was 14. I’ve seen THE SPY OF SHANGHAI…six times. Akash plays a few chords from the number… It’s a RETRO PRAMOD SINHA SONG FROM A JAMES BOND STYLE 70s HINDI FILM… song with Chinese beats maybe. 2 PRAMOD TAKING THE MIKE……BELTING OUT SLURRY LINES…. AKASH SEES PRAMOD PUT A 2000 rupee note in the tips box. Sophie eyes the tip and smiles. The bar is doing well.  The mood should be NASIR HUSAIN.  NIGHT. EXT. FRANCO’S + STREETS.  Akash and Sophie…walking to her scooter.  “So how did you go blind?”  Akash says 14… a cricket ball hit my head….I blacked out. Woke up…The optic nerve had got damaged they said…. can’t we talk of more cheerful things?   Sophie: You got over 4000 in tips. That’s a record at Franco’s. Akash: If I make two lakhs, I get to go to London for the competition. I’m on a sabbatical actually, practicing for the Bernstein Competition.   EXT. ROADSIDE EATERY. DAY.   Akash in dark glasses, munching a Cream Roll and sipping chai.   He is enjoying the varied sounds of the busy Amrutulya…..The ginger being crushed….the stove being pumped….the rattle of coins, the bhajjyas being deep fried.  Akash is paying the bill….a tune already forming in his head.   																																																								2	SONG	should	be	in	the	zone	of		classic	Kalyanji	Anandji	"
"	17	FOR A MOMENT, as he is counting his change, WE WONDER IS HE WEARING HIS OPAQUE CONTACTS OR IS HE STILL ‘CHEATING’.   A lottery selling lady grabs his hand. WE SEE she has a large tattoo of Shivji and snake on her arm.   Lady: koi bhi ticket ko touch kijiye sir… (to customer) inka teesra aankh hota hai…. / yeh andha aapki kismat khol dega….(to Akash) ek ticket nikaliye sir…  Akash obliges. The auntie sells a 100 rupee ticket to a customer.    An auto stops and Murli approaches the tea shop. It’s the auto driver we saw earlier ferrying Akash.   ‘ek cutting, kya re Saroja, koi jackpot laga ke nahin… (spots Akash) Arre Akash bhai …Yaad hai? Mein Murli….lezim dance…yaad hai?.’  Akash: (realizes it’s the same guy) Arre Murli.   Akash ‘sees’ the auntie and Murli chat …..and then a stray cat or some interesting sound distracts him.  We CUT TO:   EXT. FRANCO’S. DAY.  Murli’s auto drops Akash at Franco’s. Sophie is busy with some activity.  She’s surprised to see him here. So early.  He says I was wondering if I could just come and hang out HERE. For me happy hours are when I’m at the piano.  She says sure….it’s all yours. She’s baking the bread in their bakery.  Akash is ‘watching’ all this as A BIRD DROPPING HITS HIS GOGGLES.  Oh shit, says Sophie and takes off his glasses. Akash switches to the blank blind man look.  "
"	18	Sophie washes the glasses under a tap and …. dries with her chunni and as she hands it to him…. she notices his EYES.  Sophie: Your eyes…..they are so….so alive…..Do you see anything at all? Akash is on thin ice…… Akash: I do have a sense of light and dark….(smiles) They say it’s lucky if a bird shits on you? Do you believe that? HE WEARS THE DARK GLASSES.  Sophie: I believe in Kismat.  What if instead of bird shit, a coconut had dropped on your head? And you died on the spot? Or better still, the coconut hit the same optic nerve on your head and suddenly when you woke up you could see again…. Call it Kismat or Manmohan Desai, I know but it’s these things happen. Do you know World War One happened because a postman stopped to have a sandwich.  Akash looks at her.  Akash: You are a song…you know that…   FREEZE ON AKASH’S FACE: VO BEGINS. ‘….She has seen my eyes….so I can’t wear the lenses again….But I want to keep looking at her…. so thank you… bird.  CUT TO:  Happy Hours MONTAGE. Various locations around Pune, including Franco’s. ON A MEDLEY OF PIANO PIECES AND SNATCHES OF SONGS at FRANCO’S. We see Sophie and Akash connecting.3 																																																								3	This can be a MEDLEY again in the Nasir Husain mode, but done like ‘our way’, whatever that means. I’d rather Mr Nasir Husain direct this sequence. 	"
"	19	We intercut this with brief scenes of Sophie and Akash outside Franco’s….and various other locations. EXT. FRANCO’S: DAY.  Akash with Sophie: They are sitting on some steps at Franco’s. And talking. Mostly Akash talking and Sophie listening.   Akash: …..Bethoven was deaf when he composed the 9th symphony…..The fact that I can’t see cuts out a lot but also helps me focus…..on my music.  Sophie:  Wow. And how do you choose clothes and all….I mean…  Akash: Oh I chat with the salesgirl and if I like her, I let her choose…..  Sophie: And how do you know whether you like a person?   Akash: From their voices, laughter and so on….I know quite a bit about you……  Sophie: Describe me…..  Franco comes out…with a poster…….   Franco: Hey… Sophie! 6 tables have been booked by Ex Vincentians. 77 batch. Fuckers love thick French fries….go select the potatoes.   She rises….and he grabs her and whispers.  “Like, lust or love? I don’t care as long as you don’t break his heart. send a couple of beers”  He puts up a poster at the entrance.  WELCOME BATCH OF 77. BOYS. LET YOUR HAIR DOWN IF YOU HAVE ANY. J   Franco goes sits next to Akash. “Like, lust or love? I don’t care as long as you don’t break her heart.”  "
"	20	They clink beers and we cut to:  HAPPY HOURS AT FRANCO’S. EVENING.  Pramod Sinha enters…..heads to the bar….. Franko gives him his usual and Pramod settles…..with his bowl of olives. He is sipping a drink as people wave to him. Some click selfies.  Akash is at the piano….doing a terrific jazz improvisation….  Sophie darts in and out……serving the fuddy duddies of St Vincent’s batch of 77 who are alternately comparing notes on their diabetic levels….and reminiscing about sexy teachers of their time.   Pramod and Franko are watching reminiscing about their own times.   At some point, Franko gets busy. Pramod watches Akash play…….  Pramod walks straight up to Akash and whispers something in his ear….  Sophie watches curiously as Pramod puts 10K in Akash’s jacket pocket and his card.  Pramod: (to Akash) One Pm tomorrow….And remember, she’s a bigger fan of Rajesh Khanna….  Sophie comes as Pramod is leaving. Sophie: (to Akash) What was all that about? Akash: Sorry. It’s a secret.   EXT. FRANCO’S. NIGHT. WE FOLLOW PRAMOD AS HE WALKS OUT …..AND GOES TO HIS CAR…  INT. FENG SHUI SHOP. NIGHT.  Simi with a young couple… congratulates them on their marriage….and the new home…..as PRAMOD walks in.  "
"	21	Simi: (bidding the couple goodbye…turns to Pramod) 12 sleeping Buddhas ….two for each room. Guess why….coz they want twins. (laughs uproariously) ….Wait….I’m just winding up….  Pramod: Darling I’ve to go to Bangalore tomorrow. Simi: And when will you be back? Pramod: Day after. Simi: (upset) But tomorrow is… Pramod: What? Simi: You forgot OUR ANNIVERSARY.??????? Pramod: Oh God. I am so sorry. Ab kya karoon? Simi makes a GRRRRRR expression and we cut to:  https://www.youtube.com/watch?v=pt_1r5JCVDc INT PRAMOD SINHA HOUSE. NIGHT.  Pramod is having a highball and watching his own song on Youtube. In the distance, we see Simi reading a book with cotton in her ears.  The book is Agatha Christie’s HICKORY DICKORY DEATH  A burst of thunder. And we cut to:  AKASH’S HOUSE.  Night.   The door opens. And Akash and Sophie rush in.  It’s raining and they are slightly drenched. Sophie invites herself into his house. The downpour increases.  Akash keeps his cane on the side and removes his gogs. It’s dark.  Akash: I’ll get a towel… Sorry…lights wahan pe hai… He or she switches on the lights. We see them properly.   He goes and pulls out a fresh towel. Gives it to her. They are DRENCHED. But in a good happy mood.  Akash returns with a towel for her as he scrubs himself with a large napkin….  Sophie: Can I borrow a T shirt? Akash: Sure…  "
"	22	Akash goes to a cupboard and pulls out T Shirt. Gives her.  He goes to drawer near the kitchen area….Puts his tips money in a box.  He turns to see:  Akash pov: Sophie pulling off her Tshirt. She’s wearing a lime green bra. For a moment….he stares….and turns away….  He goes inside to bedroom. As he pulls out his change….he notices she’s followed him. She’s looking at him. He takes off his wet shirt….vest….wears a towel and is pulling off his wet jeans.   He can sense her watching him throughout.   If he had a tinge of guilt, she doesn’t seem to have it. Just as he’s about to strip off his pants though, Sophie knocks on the door. Akash turns to face her.  Sophie: Hi, tumhaare paas wine opener hai?  CUT TO:  They are on his sofa….they clink glasses.  Sophie: Cheers to Secrets.  Akash: To Pune rains.  Sophie: To your music.  Akash: To you for cracking my unfinished piece. Sophie: to Music Akash: To coincidences. Sophie: Ok whoever runs out of things to cheer about has to pay a price.  Akash: Cheers to speed breakers in Pune. Sophie: (looks around and spots frame on piano) Cheers to Kishore Kumar.   And she notices the BLINDFOLD under the PHOTO FRAME.  Sophie: yeh blindfold tumhara hai?  "
"	23	Akash: (THIN ICE) Raat ko neend nahin aati to pehenta hoon.  HE SEES HER WEARING IT AND GROPE AROUND. SHE IS ABOUT TO KNOCK OUT HER WINE GLASS BUT AKASH SAVES IT.  Akash: kya kar rahi ho? Sophie: (bumps into him) Oh sorry….Mera glass dhoond rahi hoon. Akash: yehin kahin hoga… Sophie: God, it’s so tough… Akash: Kya? Akash: Glass tut jayega… Sophie: Wine glass ka tootna matlab good luck. Akash: Madam billi aate jaate rehti hai…please…aah…mil gaya tumhara glass. Sophie: Wow….Cheers….She tries to clink glasses blind. He of course, ensures contact. There’s a silence. Though it’s not awkward.  She takes his hand and puts it on her face.  Akash:  Tumne… eye mask kyun pehna hai…? Sophie: Describe me….  His fingers over her blindfold goes down to her lips. Suddenly she bites into his finger. Doesn’t let go.  CUT TO: INT. BEDROOM. NIGHT.  A love making scene….we see she is still wearing the blindfold.  He, of course can see.  Gotta be edgy, BertolucciJ   INT. AKASH’S HOUSE. MORNING.  We see the messiest kitchen ever. Sophie is making an omelet with the blindfold still on.  Akash smells something burning and wakes up. Rushes out to put the gas off….. Sophie hears him and whips off the blindfold. "
"	24	Sophie is making eggs. She says I tried to do it with my eyes closed. Almost burnt my fingers.  He is again on thin ice. He constantly looks down, avoiding her gaze…He holds her fingers.  He takes a bite of her omelet. Says the best omelet I’ve ever had.  She says hah….no Oscar for your performance Sir. Akash stares at her. Bol de….Bol de….Bol..bol de… Bol de….Bol de….Bol..bol de… Bol de….Bol de….Bol..bol de…Bol  He converts his guilt into a tune…..as we see….it can even be a chotta peg of a song.  Zip Zap Zoom shots of an auto speeding ….on Pune streets.    EXT. PRAMOD SINHA’S BUILDING.  DAY.  The auto drops Akash to Pramod Sinha’s building lobby.  Akash gropes his way to the lift….. Akash exits lift.  There are two doors. One says PRAMOD ….Akash is playing blind of course. Goes to Pramod door. Rings bell. Akash rings bell again. No response. He looks around and rings bell again, this time longer. SUDDENLY……  EXT + INT. PRAMOD SINHA’S HOUSE. DAY. The door opens. WE SEE SIMI looking annoyed and angry. Yes?? Akash says he’s here for Mr. Pramod Sinha…  Simi is puzzled. Says her husband is not home.  Akash says but I WAS TOLD TO COME HERE AT 1.30 PM… She insists that he has gone to Bengaluru and will be back tomo morning. Akash:(surprised) But he called me today… I am the piano player at Franco’s. He said it’s his wedding anniversary and…  "
"	25	SIMI: Yes, it’s our anniversary but he’s out of town today.  She’s about to shut the door…. SUDDENLY…THE OPPOSITE HOUSE DOOR OPENS AND AN OLD LADY PEERS OUT…SHE STARES CURIOUSLY….AS AKASH SPEAKS. “he said he wanted to give you a surprise… he paid me an advance… can you please call him… The opposite door opens… and an old lady MRS. D’SA peeps out. Akash hears the sound.  “Shayad aa gaye….?” Simi asks Akash to come in…. She shuts the door and leads Akash in. She sits him at the piano and CALLS PRAMOD ON HER PHONE.  Hello PAMMI… there is this YOUNG MAN….what? Oh darling… WHAT A SURPRISE! this is so lovely….idiot why didn’t you tell me…come soon come soon…. Pls come … God I am not even dressed for the occasion…  “My husband is on the way….he is coming in ten minutes. My husband na… I tell you… he is an actor how do I always forget…    Akash gets a feel of the instrument… admires it. Simi says tell me…. Are you totally blind or…. Partial vision? Akash tells her the story of the cricket ball and optic nerve damage. She says why don’t you play something…? Akash plays a few keys…and then suddenly… he sees A PAIR OF FEET STICKING OUT OF A FAR CORNER OF THE ROOM… THERE IS A POOL OF BLOOD AT THE FEET.  AKASH SKIPS A BEAT AND STOPS PLAYING. SIMI CLAPS. WOW, WHAT A NICE SURPRISE MY HUSBAND GAVE ME. ABHI BHI ROMANTIC HERO HAIN… Akash IS RATTLED… Akash:  can I use the restroom please. Simi leads him to the restroom…  "
